,Unnamed: 0,price,brand,model,year,title_status,mileage,color,vin,lot,state,country,condition,totalPrice
170,170,25800,ford,door,2014,clean vehicle,47055.0,brown,  1ft7x2b62eea29551,167756277,pennsylvania, usa,1 days left,27814
171,171,39000,bmw,series,2016,clean vehicle,33110.0,black,  wba7f2c57gg419607,167765776,michigan, usa,2 days left,41016
172,172,5470,dodge,mpv,2018,clean vehicle,39721.0,black,  3c4pdcgg9jt216280,167656495,florida, usa,16 hours left,7488
173,173,14600,ford,door,2014,clean vehicle,75785.0,black,  1fm5k8f81egb23411,167756284,pennsylvania, usa,21 hours left,16614
174,174,24502,chevrolet,1500,2016,clean vehicle,33624.0,black,  3gcuknec6gg150809,167765812,michigan, usa,20 hours left,26518
175,175,15110,ford,door,2017,clean vehicle,42289.0,white,  1ft7w2bt7hec67263,167656516,texas, usa,2 days left,17127
176,176,7900,ford,door,2014,clean vehicle,79422.0,white,  1fmcu0g9xeud52262,167756290,new york, usa,21 hours left,9914
177,177,27305,chevrolet,door,2016,clean vehicle,28844.0,blue,  3gcukrec5gg383569,167765813,michigan, usa,3 hours left,29321
178,178,15290,ford,door,2017,clean vehicle,66582.0,white,  1ft7w2bt0hef21363,167656517,texas, usa,2 days left,17307
179,179,26500,ford,door,2015,clean vehicle,61436.0,silver,  1ftew1cf3fke12825,167756321,south carolina, usa,21 hours left,28515
180,180,25502,chevrolet,door,2016,clean vehicle,58303.0,silver,  3gcukrec0gg380000,167765816,michigan, usa,20 hours left,27518
181,181,7320,ford,mpv,2017,clean vehicle,55618.0,white,  1fmzk1cmxhkb51025,167656518,texas, usa,2 days left,9337
182,182,3800,chevrolet,van,2009,clean vehicle,261648.0,white,  1gbhg396191112177,167756420,michigan, usa,2 days left,5809
183,183,24502,chevrolet,door,2016,clean vehicle,33045.0,white,  3gcukrec4gg223800,167765817,michigan, usa,20 hours left,26518
184,184,4140,ford,door,2017,clean vehicle,40747.0,white,  3fa6p0h73hr358945,167656519,texas, usa,2 days left,6157
185,185,1400,dodge,pk,2002,clean vehicle,185460.0,black,  1b7hg38n62s587845,167756423,michigan, usa,2 days left,3402
186,186,18402,cadillac,srx,2016,clean vehicle,26667.0,gray,  3gyfnae36gs538333,167765819,michigan, usa,2 days left,20418
187,187,4160,ford,door,2017,clean vehicle,37176.0,white,  3fa6p0hd3hr199785,167656520,texas, usa,2 days left,6177
188,188,175,chrysler,door,2000,salvage insurance,231240.0,red,  2c3hd46r3yh208325,167756464,north carolina, usa,3 days left,2175
189,189,24503,chevrolet,colorado,2016,clean vehicle,18006.0,brown,  1gchtde32g1339478,167765821,michigan, usa,20 hours left,26519
190,190,15840,ford,door,2017,clean vehicle,72445.0,white,  1ft7w2bt8hec67434,167656521,texas, usa,2 days left,17857
191,191,20500,ford,door,2014,clean vehicle,123355.0,black,  1ftfw1et9efb99877,167756547,south carolina, usa,21 hours left,22514
192,192,21003,chevrolet,1500,2016,clean vehicle,44116.0,silver,  1gcvknec1gz396932,167765826,michigan, usa,32 minutes,23019
193,193,4200,ford,door,2017,clean vehicle,60219.0,red,  3fa6p0hd7hr273550,167656522,texas, usa,2 days left,6217
194,194,17400,ford,door,2011,clean vehicle,135077.0,red,  1ftfw1ef1bfa03548,167756635,georgia, usa,21 hours left,19411
195,195,32001,chevrolet,door,2016,clean vehicle,32058.0,black,  3gcuktec5gg350066,167765832,michigan, usa,2 days left,34017
196,196,0,ford,mpv,2017,clean vehicle,76858.0,white,  1fbax2cv0hkb32599,167656523,texas, usa,2 days left,2017
197,197,15700,ford,cab,2011,clean vehicle,309564.0,white,  1fduf5gt8bea80212,167756640,south carolina, usa,21 hours left,17711
198,198,31009,chevrolet,door,2016,clean vehicle,33928.0,white,  3gcuksec3gg369662,167765835,michigan, usa,2 days left,33025
199,199,3740,ford,wagon,2017,clean vehicle,90618.0,white,  nm0ls7e76h1312963,167656524,texas, usa,2 days left,5757
200,200,5000,dodge,pickup,2001,clean vehicle,109360.0,white,  1b7hc16x01s213315,167756836,georgia, usa,21 hours left,7001
201,201,31002,chevrolet,door,2016,clean vehicle,71809.0,white,  1gc1kve82gf207345,167765840,michigan, usa,20 hours left,33018
202,202,3160,ford,doors,2017,clean vehicle,31563.0,gray,  1fadp3e24hl348263,167656526,texas, usa,2 days left,5177
203,203,8600,dodge,pickup,2005,clean vehicle,219823.0,gray,  3d7ks28c15g771945,167756840,south carolina, usa,21 hours left,10605
204,204,6000,chevrolet,malibu,2018,clean vehicle,42090.0,gray,  1g1zb5st8jf226848,167765944,texas, usa,21 hours left,8018
205,205,12990,ford,door,2017,clean vehicle,126523.0,white,  1ft7w2b60hec03964,167656527,texas, usa,2 days left,15007
206,206,25,chevrolet,vehicl,2020,salvage insurance,7232.0,black,  2gnaxkev6l6128374,167756877,kentucky, usa,3 days left,2045
207,207,13200,buick,encore,2017,clean vehicle,60171.0,black,  kl4cjcsb1hb024411,167765959,texas, usa,21 hours left,15217
208,208,4410,ford,wagon,2017,clean vehicle,209915.0,white,  nm0ls7e79h1312701,167656528,texas, usa,2 days left,6427
209,209,25,chrysler,door,2005,salvage insurance,151815.0,silver,  2c3ja43r35h179032,167757193,massachusetts, usa,3 days left,2030
210,210,22500,chevrolet,camaro,2020,clean vehicle,13826.0,green,  1g1fb1rx6l0109117,167765992,georgia, usa,3 days left,24520
211,211,7420,ford,mpv,2017,clean vehicle,55854.0,white,  1fmzk1cm1hkb51026,167656529,texas, usa,2 days left,9437
212,212,13500,ford,door,2016,clean vehicle,45757.0,silver,  1fatp8uhxg5296168,167757353,arizona, usa,20 hours left,15516
213,213,15500,chevrolet,trax,2020,clean vehicle,16545.0,white,  3gncjlsb1ll142267,167765995,georgia, usa,3 days left,17520
214,214,3540,ford,door,2017,clean vehicle,112893.0,white,  3fa6p0g73hr140652,167656530,texas, usa,2 days left,5557
215,215,17000,ford,door,2016,clean vehicle,126802.0,no_color,  1ft7w2b60geb96643,167757879,florida, usa,2 hours left,19016
216,216,45500,chevrolet,tahoe,2020,clean vehicle,13303.0,white,  1gnscbkc4lr164829,167765997,georgia, usa,3 days left,47520
217,217,4130,ford,door,2017,clean vehicle,34061.0,silver,  3fa6p0hd8hr305132,167656531,texas, usa,2 days left,6147
218,218,15700,ford,door,2015,clean vehicle,70251.0,white,  1ftew1cg0ffa89853,167757917,arizona, usa,14 hours left,17715
219,219,45500,chevrolet,tahoe,2020,clean vehicle,13679.0,gray,  1gnscbkcxlr162857,167765999,georgia, usa,3 days left,47520
220,220,4130,ford,doors,2017,clean vehicle,42426.0,gray,  3fa6p0lu4hr246569,167656532,texas, usa,2 days left,6147
221,221,15500,dodge,door,2012,clean vehicle,66452.0,black,  1c6rd7lt4cs187334,167757926,pennsylvania, usa,2 days left,17512
222,222,16300,chevrolet,trax,2020,clean vehicle,18221.0,white,  3gncjlsb4ll149763,167766003,georgia, usa,3 days left,18320
223,223,4530,ford,mpv,2017,clean vehicle,41455.0,white,  1fmzk1cm7hkb51015,167656533,texas, usa,2 days left,6547
224,224,15600,dodge,door,2011,clean vehicle,35275.0,black,  1d7rw3gp7bs614101,167758116,pennsylvania, usa,2 days left,17611
225,225,45500,chevrolet,tahoe,2020,clean vehicle,13885.0,white,  1gnscbkc6lr159535,167766009,georgia, usa,3 days left,47520
226,226,4100,ford,door,2017,clean vehicle,38815.0,gray,  3fa6p0hd2hr178393,167656535,texas, usa,2 days left,6117
227,227,18200,dodge,door,2011,clean vehicle,162281.0,white,  3d73y4clxbg535425,167758122,pennsylvania, usa,2 days left,20211
228,228,10200,chevrolet,door,2013,clean vehicle,56479.0,black,  2g1fc3d32d9188287,167766025,texas, usa,21 hours left,12213
229,229,4080,ford,doors,2017,clean vehicle,61027.0,black,  3fa6p0luxhr231039,167656536,texas, usa,2 days left,6097
230,230,5700,ford,van,2014,clean vehicle,178703.0,white,  1ftss3el7eda50076,167758159,florida, usa,2 hours left,7714
231,231,10200,chevrolet,3500,2014,clean vehicle,173469.0,white,  1gc3czcg1ef176545,167766029,texas, usa,21 hours left,12214
232,232,5000,ford,door,2017,clean vehicle,37321.0,white,  3fa6p0k93hr257687,167656538,texas, usa,2 days left,7017
233,233,1700,ford,door,2014,clean vehicle,112789.0,white,  1fadp3f20el320177,167758222,florida, usa,2 hours left,3714
234,234,6200,bmw,door,2011,clean vehicle,80394.0,gray,  wbaph7g58bnn05983,167766036,texas, usa,21 hours left,8211
235,235,3650,ford,door,2016,clean vehicle,68142.0,white,  1fmcu0f78gub36672,167656726,texas, usa,2 days left,5666
236,236,10500,dodge,door,2014,clean vehicle,74203.0,white,  2c3cdxct3eh230364,167758265,arizona, usa,1 days left,12514
237,237,43500,chevrolet,2500,2018,clean vehicle,57604.0,white,  1gc1kwey3jf123662,167766138,georgia, usa,6 days left,45518
238,238,4610,dodge,van,2016,clean vehicle,87229.0,silver,  2c4rdgbg2gr345223,167656729,texas, usa,2 days left,6626
239,239,3450,ford,door,2012,clean vehicle,90711.0,white,  3fahp0ha5cr389742,167758419,florida, usa,1 days left,5462
240,240,38500,chevrolet,suburban,2018,clean vehicle,11135.0,silver,  1gnschkc6jr269601,167766143,georgia, usa,3 days left,40518
241,241,6810,ford,mpv,2016,clean vehicle,66781.0,silver,  2fmpk3k95gbb76939,167656730,texas, usa,2 days left,8826
242,242,2900,ford,cargo,2011,clean vehicle,190994.0,white,  1ftne2ew6bda76057,167758509,florida, usa,2 hours left,4911
243,243,43500,chevrolet,2500,2018,clean vehicle,56007.0,white,  1gc1kwey6jf259008,167766144,georgia, usa,6 days left,45518
244,244,4450,ford,mpv,2016,clean vehicle,32486.0,white,  2fmpk3g96gbc42228,167656731,texas, usa,2 days left,6466
245,245,5800,ford,door,2011,clean vehicle,195908.0,white,  1ftew1cm0bfc14625,167758515,florida, usa,2 hours left,7811
246,246,16500,chevrolet,equinox,2018,clean vehicle,18020.0,silver,  2gnaxjev9j6276848,167766146,georgia, usa,3 days left,18518
247,247,4240,dodge,mpv,2016,clean vehicle,83262.0,white,  3c4pdcbb9gt181387,167656732,texas, usa,2 days left,6256
248,248,26500,ford,pickup,2008,clean vehicle,62015.0,white,  1ftxw43r18eb10682,167758527,pennsylvania, usa,1 days left,28508
249,249,13700,chevrolet,equinox,2017,clean vehicle,36421.0,silver,  2gnalcek6h6289807,167766173,georgia, usa,3 days left,15717
250,250,8600,ford,door,2016,clean vehicle,73321.0,white,  1ftew1cf8gkd34592,167656733,texas, usa,2 days left,10616
251,251,8000,ford,chassis,2008,clean vehicle,132379.0,white,  1fdxf46r08ea18180,167758623,florida, usa,2 days left,10008
252,252,14200,chevrolet,equinox,2017,clean vehicle,28013.0,silver,  2gnalcek6h6288804,167766178,georgia, usa,3 days left,16217
253,253,7040,ford,mpv,2016,clean vehicle,33291.0,silver,  2fmpk3k80gbc65759,167656736,texas, usa,2 days left,9056
254,254,4700,ford,chassis,2005,clean vehicle,225236.0,no_color,  1fdxf46p35ea79064,167758702,florida, usa,2 hours left,6705
255,255,30851,chevrolet,door,2016,clean vehicle,43176.0,red,  3gcuksec6gg284475,167766204,georgia, usa,2 days left,32867
256,256,4880,ford,mpv,2016,clean vehicle,36876.0,silver,  2fmpk4g97gbc51848,167656738,texas, usa,2 days left,6896
257,257,14500,dodge,pickup,2006,clean vehicle,111782.0,silver,  1d7ks28c96j246101,167758709,pennsylvania, usa,3 days left,16506
258,258,7600,chevrolet,door,2017,clean vehicle,110489.0,brown,  1g1ze5st0hf155999,167766640,nebraska, usa,5 hours left,9617
259,259,13270,ford,door,2016,clean vehicle,84035.0,white,  1ft7w2btxgeb64448,167656756,texas, usa,2 days left,15286
260,260,12800,ford,door,2012,clean vehicle,131101.0,gray,  1ftfw1et3cfb01665,167758730,arizona, usa,20 hours left,14812
261,261,33000,chevrolet,1500,2018,clean vehicle,52521.0,white,  3gcukreh0jg303596,167766786,ontario, canada,10 days left,35018
262,262,9280,ford,door,2016,clean vehicle,101380.0,white,  1ftfw1ef9gkf57726,167656757,texas, usa,2 days left,11296
263,263,900,ford,van,2003,clean vehicle,142027.0,white,  1ftne24293hb19928,167758752,florida, usa,2 hours left,2903
264,264,7560,ford,door,2016,clean vehicle,111476.0,gray,  1ftfx1ef7gkd59790,167656758,texas, usa,2 days left,9576
265,265,19500,ford,drw,2011,clean vehicle,76897.0,white,  1fd8w3gt0beb32874,167759102,pennsylvania, usa,2 days left,21511
266,266,17100,chevrolet,malibu,2019,clean vehicle,15780.0,white,  1g1zd5st5kf112138,167767034,washington, usa,2 days left,19119
267,267,8020,ford,door,2016,clean vehicle,31944.0,white,  1ftew1cp2gke43168,167656759,texas, usa,2 days left,10036
268,268,10300,ford,fiesta,2019,clean vehicle,18937.0,black,  3fadp4bjxkm123238,167759377,missouri, usa,4 days left,12319
269,269,22600,chevrolet,van,2019,clean vehicle,9706.0,white,  1gcwgafgxk1243764,167767036,washington, usa,2 days left,24619
270,270,10480,ford,doors,2016,clean vehicle,57289.0,gray,  wf0dp3th0g4113219,167656760,texas, usa,2 days left,12496
271,271,10300,ford,fiesta,2019,clean vehicle,19956.0,silver,  3fadp4bj4km123235,167759380,missouri, usa,4 days left,12319
272,272,22700,chevrolet,van,2019,clean vehicle,6075.0,white,  1gcwgafg4k1252945,167767041,washington, usa,2 days left,24719
273,273,7410,ford,door,2016,clean vehicle,21034.0,gray,  1ftex1ep1gfd60365,167656761,texas, usa,2 days left,9426
274,274,10300,ford,fiesta,2019,clean vehicle,22881.0,gray,  3fadp4bj7km123231,167759385,missouri, usa,4 days left,12319
275,275,10300,chevrolet,door,2013,clean vehicle,167600.0,gray,  1gc4k0cgxdf194396,167767134,washington, usa,2 days left,12313
276,276,7570,ford,door,2016,clean vehicle,37252.0,white,  1ftfx1ef0gkf25969,167656762,texas, usa,2 days left,9586
277,277,67000,dodge,challenger,2019,clean vehicle,10944.0,blue,  2c3cdzl97kh518237,167759490,ohio, usa,21 hours left,69019
278,278,18900,chevrolet,impala,2019,clean vehicle,27601.0,white,  1g11z5s37ku129047,167767312,texas, usa,21 hours left,20919
279,279,12560,ford,doors,2019,clean vehicle,15958.0,white,  1fd8w3ht1kee23298,167656776,florida, usa,18 hours left,14579
280,280,33000,dodge,durango,2019,clean vehicle,32251.0,white,  1c4sdjct6kc717612,167759493,ohio, usa,21 hours left,35019
281,281,18300,chevrolet,impala,2019,clean vehicle,25809.0,black,  2g11z5s33k9132248,167767315,texas, usa,21 hours left,20319
282,282,11760,ford,cab,2017,clean vehicle,30553.0,white,  1fd8w3ht4hed36245,167656779,texas, usa,2 days left,13777
283,283,31700,dodge,durango,2019,clean vehicle,26549.0,red,  1c4sdjct5kc744865,167759499,ohio, usa,21 hours left,33719
284,284,25,dodge,door,2007,salvage insurance,160528.0,dark blue,  2b3ka43g87h836300,167416803,minnesota, usa,17 hours left,2032
285,285,0,ford,door,2000,salvage insurance,124969.0,black,  1fafp34p7yw270338,167251902,oklahoma, usa,17 hours left,2000
286,286,7340,ford,doors,2019,clean vehicle,15854.0,gray,  1fatp8uh7k5172626,167693585,florida, usa,17 hours left,9359
287,287,8200,hyundai,door,2017,clean vehicle,56690.0,white,  5npd84lf6hh128808,167117726,connecticut, usa,5 hours left,10217
288,288,3000,kia,door,2013,clean vehicle,97142.0,silver,  knagm4a75d5378293,167552545,missouri, usa,9 days left,5013
289,289,6530,jeep,mpv,2019,clean vehicle,10185.0,black,  3c4njdcb3kt659526,167680488,georgia, usa,17 hours left,8549
290,290,0,mazda,door,2009,salvage insurance,117541.0,gray,  jm3er293590215768,167543177,indiana, usa,16 hours left,2009
291,291,12700,kia,soul,2019,clean vehicle,23514.0,silver,  kndjp3a55k7006351,167679072,california, usa,10 days left,14719
292,292,13800,kia,sorento,2017,clean vehicle,86959.0,gray,  5xyphda50hg232046,167803771,north carolina, usa,3 days left,15817
293,293,0,chevrolet,pickup,1998,salvage insurance,258631.0,gray,  1gccs1445wk226994,167417659,texas, usa,17 hours left,1998
294,294,725,ford,door,2017,salvage insurance,67279.0,gray,  3fa6p0h75hr150081,167255037,virginia, usa,2 days left,2742
295,295,7400,ford,doors,2019,clean vehicle,16482.0,gray,  1fatp8uh2k5188622,167693593,florida, usa,17 hours left,9419
296,296,9800,hyundai,elantra,2017,clean vehicle,35687.0,red,  kmhd84lf5hu191402,167117732,connecticut, usa,5 hours left,11817
297,297,0,honda,door,2003,salvage insurance,152608.0,white,  1hgcm56363a030975,167552893,arkansas, usa,17 hours left,2003
298,298,4400,jeep,mpv,2019,clean vehicle,17911.0,green,  3c4njcbbxkt664931,167680540,georgia, usa,17 hours left,6419
299,299,10330,infiniti,mpv,2019,clean vehicle,21278.0,blue,  5n1dl0mm9kc550722,167698666,florida, usa,22 hours left,12349
300,300,1800,chevrolet,door,2011,salvage insurance,47269.0,black,  2g1fb3ddxb9212618,167418537,arkansas, usa,17 hours left,3811
301,301,50,chevrolet,door,2008,salvage insurance,172102.0,blue,  1g1al58f787159241,167650632,texas, usa,18 hours left,2058
302,302,720,ford,wagon,2006,clean vehicle,26914.0,no_color,  1fafp36n06w137851,167660576,florida, usa,23 hours left,2726
303,303,22800,ford,door,2017,clean vehicle,67217.0,red,  1ftew1ep3hfb25518,167765330,michigan, usa,2 days left,24817
304,304,2500,ford,door,2017,salvage insurance,78698.0,black,  1fmcu9gd2huc27625,167359161,california, usa,19 hours left,4517
305,305,0,ford,door,2003,salvage insurance,246065.0,gold,  1fafp55u03a242094,167610324,kansas, usa,8 days left,2003
306,306,9190,gmc,mpv,2017,clean vehicle,41961.0,black,  1gkknxls3hz174527,167703306,virginia, usa,17 hours left,11207
307,307,10900,jeep,mpv,2019,clean vehicle,13273.0,red,  1c4hjxeg1kw609998,167264249,michigan, usa,2 days left,12919
308,308,10400,infiniti,mpv,2019,clean vehicle,31713.0,black,  5n1dl0mm1kc552741,167698670,florida, usa,22 hours left,12419
309,309,0,chevrolet,door,2004,salvage insurance,0.0,maroon,  3gnek12t74g240524,167418651,wyoming, usa,18 hours left,2004
310,310,0,chevrolet,door,2003,salvage insurance,194673.0,gray,  1gndt13s632267445,167650636,texas, usa,18 hours left,2003
311,311,7320,chevrolet,pickup,2008,clean vehicle,325611.0,silver,  1gchk23648f125262,167660581,florida, usa,22 hours left,9328
312,312,22809,ford,f-150,2017,clean vehicle,50732.0,black,  1ftfx1ef5hke41700,167765332,michigan, usa,20 hours left,24826
313,313,0,ford,van,1998,salvage insurance,186855.0,blue,  2fmda5143wba16791,167359170,california, usa,19 hours left,1998
314,314,0,ford,door,2013,salvage insurance,94004.0,black,  3fa6p0h74dr270819,167610728,minnesota, usa,17 hours left,2013
315,315,5520,gmc,mpv,2017,clean vehicle,52904.0,silver,  2gkfltek8h6226257,167703312,virginia, usa,17 hours left,7537
316,316,10900,jeep,mpv,2019,clean vehicle,14195.0,orange,  1c4hjxeg1kw608401,167264250,michigan, usa,2 days left,12919
317,317,6330,jeep,mpv,2019,clean vehicle,43965.0,red,  1c4pjldbxkd300679,167698671,florida, usa,22 hours left,8349
318,318,0,chevrolet,door,2009,salvage insurance,117059.0,black,  kl1td66e39b645208,167418694,colorado, usa,18 hours left,2009
319,319,25,chevrolet,pickup,2010,salvage insurance,149189.0,white,  3gcrkse37ag234620,167650663,colorado, usa,18 hours left,2035
320,320,2320,dodge,door,2007,clean vehicle,112182.0,red,  2b3ka43g67h630568,167660582,florida, usa,22 hours left,4327
321,321,23702,ford,door,2017,clean vehicle,49024.0,black,  1ftew1ep4hkc08477,167765335,michigan, usa,2 days left,25719
322,322,0,ford,chassis,1994,salvage insurance,0.0,green,  1fdee14n7rha47894,167359174,california, usa,19 hours left,1994
323,323,0,ford,door,1997,salvage insurance,203297.0,green,  1fmdu35p7vub38059,167610731,minnesota, usa,17 hours left,1997
324,324,5520,gmc,mpv,2017,clean vehicle,35821.0,silver,  2gkfltek8h6338184,167703317,virginia, usa,17 hours left,7537
325,325,4050,heartland,pioneer,2018,clean vehicle,1.0,gray,  5sfpb3326je365727,167265963,pennsylvania, usa,7 days left,6068
326,326,14810,infiniti,mpv,2019,clean vehicle,32611.0,brown,  jn8az2ne0k9233910,167698673,florida, usa,22 hours left,16829
327,327,25,chevrolet,door,2011,salvage insurance,105244.0,white,  1gccsbf97b8118236,167650664,colorado, usa,18 hours left,2036
328,328,2960,chrysler,van,2008,clean vehicle,164048.0,red,  2a8hr54px8r787529,167660587,florida, usa,23 hours left,4968
329,329,24800,ford,door,2017,clean vehicle,46955.0,gray,  1ftew1ef3hfc22483,167765337,michigan, usa,2 days left,26817
330,330,0,ford,door,1996,salvage insurance,296860.0,green,  1falp62w5th144314,167359712,california, usa,19 hours left,1996
331,331,0,ford,door,2006,salvage insurance,203158.0,red,  1fmzk04136ga07119,167610991,illinois, usa,17 hours left,2006
332,332,6270,gmc,mpv,2017,clean vehicle,70443.0,black,  2gkfluek3h6232330,167703322,virginia, usa,17 hours left,8287
333,333,1880,heartland,trail,2012,clean vehicle,1.0,white,  5sfnb2425ce237109,167266201,pennsylvania, usa,7 days left,3892
334,334,10050,infiniti,mpv,2019,clean vehicle,18229.0,gray,  5n1dl0mm3kc557634,167698674,florida, usa,22 hours left,12069
335,335,225,chevrolet,door,2014,salvage insurance,87673.0,red,  3gcukrec2eg226031,167650668,colorado, usa,18 hours left,2239
336,336,26900,chevrolet,traverse,2018,clean vehicle,42941.0,black,  1gnevhkw8jj148388,167781794,missouri, usa,20 hours left,28918
337,337,1420,chrysler,door,2007,clean vehicle,104405.0,gold,  1c3lc66m77n591138,167660594,florida, usa,23 hours left,3427
338,338,27003,ford,door,2017,clean vehicle,57186.0,black,  1ftew1ef4hfa16802,167765338,michigan, usa,20 hours left,29020
339,339,0,ford,door,2002,salvage insurance,214800.0,black,  3fafp37372r151014,167360232,south carolina, usa,2 days left,2002
340,340,350,ford,door,2004,salvage insurance,236980.0,gray,  1fmfu16lx4la45470,167611031,illinois, usa,17 hours left,2354
